Title,Year,Release Date,Imbibed,Completed,Favorite
Blazing Saddles,1974,02/07/1974 00:00,TRUE,,
Blitz,2011,05/20/2011 00:00,,,
Blood Diamond,2006,12/08/2006 00:00,TRUE,,
Blood on the Moon,1948,11/11/1948 00:00,,,
Blood on the Sun,1945,04/26/1945 00:00,,,
Blood Simple,1984,09/07/1984 00:00,,,
Blood The Last Vampire,2000,11/18/2000 00:00,,,
Blood Work,2002,08/09/2002 00:00,,,
Blood: The Last Vampire,2009,04/02/2009 00:00,,,
BloodRayne,2005,10/22/2005 00:00,TRUE,,
BloodRayne II: Deliverance,2007,09/18/2007 00:00,,,
BloodRayne: The Third Reich,2010,06/10/2010 00:00,,,
Bloodsport,1988,02/26/1988 00:00,,,
Blown Away,1994,07/01/1994 00:00,,,
Blown Away,1993,04/01/1993 00:00,,,
Blue Hawaii,1961,11/22/1961 00:00,,,
Blue Jasmine,2013,08/01/2013 00:00,,,
Blue Streak,1999,09/17/1999 00:00,,,
Blue Velvet,1986,09/19/1986 00:00,,,
Blues Brothers 2000,1998,02/05/1998 00:00,TRUE,,
Bob Lazar: Area 51 and Flying Saucers,2018,11/01/2018 00:00,,,
Bodies Bodies Bodies,2022,08/05/2022 00:00,,,
Body of Lies,2008,10/09/2008 00:00,,,
Body Snatchers,1993,06/09/1993 00:00,,,
"Boeing, Boeing",1965,12/22/1965 00:00,,,
Bolt,2008,01/29/2008 00:00,,,
Bone Tomahawk,2015,10/23/2015 00:00,TRUE,,
Bonnie and Clyde,1967,08/13/1967 00:00,,,
Boogie Nights,1997,10/10/1997 00:00,,,
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,11/01/2006 00:00,,,
Borderless,2019,05/24/2019 00:00,,,
Born on the Fourth of July,1989,12/20/1989 00:00,,,
Bowfinger,1999,08/12/1999 00:00,,,
Boyhood,2014,06/05/2014 00:00,,,
Boyz n the Hood,1991,07/12/1991 00:00,,,
Braindead,1992,08/13/1992 00:00,,,
Bram Stoker's Dracula,1992,11/13/1992 00:00,TRUE,,
Brave,2012,06/21/2012 00:00,TRUE,,
Brave Father Online - Our Story of Final Fantasy XIV,2019,06/21/2019 00:00,,,
Braveheart,1995,05/24/1995 00:00,TRUE,,
Brazil,1985,02/20/1985 00:00,TRUE,,
Breach,2007,02/12/2007 00:00,,,
Breaker Morant,1980,06/11/1980 00:00,,,
Breakfast at Tiffany's,1961,10/06/1961 00:00,,,
Breaking Away,1979,05/24/1979 00:00,,,
Breaking News in Yuba County,2021,01/28/2021 00:00,,,
Brewster's Millions,1985,05/22/1985 00:00,TRUE,,
Brexit: The Uncivil War,2019,01/19/2019 00:00,,,
Bride of Frankenstein,1935,04/20/1935 00:00,,,
Bride of Re-Animator,1990,09/01/1990 00:00,,,
Bridesmaids,2011,05/13/2011 00:00,TRUE,,
Bridge of Spies,2015,10/15/2015 00:00,TRUE,,
Bridge to Terabithia,2007,02/15/2007 00:00,TRUE,,
Bridget Jones's Diary,2001,04/13/2001 00:00,TRUE,,
Brief Encounter,1945,11/24/1945 00:00,,,
Bright,2017,12/22/2017 00:00,TRUE,,
Brightburn,2019,05/09/2019 00:00,TRUE,,
Bring Me the Head of Alfredo Garcia,1974,08/01/1974 00:00,,,
Bringing Up Baby,1938,02/18/1938 00:00,,,
Broken Arrow,1996,02/09/1996 00:00,,,
Brother,2000,12/13/2000 00:00,,,
Brother,1997,12/12/1997 00:00,,,
Brother 2,2000,05/11/2000 00:00,,,
Brother Bear,2003,10/23/2003 00:00,,,
Brother Bear 2,2006,08/17/2006 00:00,,,
Brotherhood of Blades,2014,08/07/2014 00:00,,,
Brotherhood of Blades II: The Infernal Battlefield,2017,06/18/2017 00:00,,,
Bruce Almighty,2003,05/23/2003 00:00,TRUE,,
Bruce Lee: A Warrior's Journey,2000,10/22/2000 00:00,,,
"Bruce Lee: The Man, The Myth",1976,10/28/1976 00:00,,,
Brute Force,1947,07/16/1947 00:00,,,
Brüno,2009,07/08/2009 00:00,,,
Bubba Ho-tep,2002,06/09/2002 00:00,TRUE,,
Bubble Boy,2001,08/24/2001 00:00,TRUE,,
Buffalo '66,1998,01/20/1998 00:00,,,
"Buffalo Bill and the Indians, or Sitting Bull's History Lesson",1976,06/24/1976 00:00,,,
Buffy the Vampire Slayer,1992,07/24/1992 00:00,TRUE,,
Bullet Train,2022,08/03/2022 00:00,TRUE,,
Bulletproof Monk,2003,03/28/2003 00:00,TRUE,,
Bulworth,1998,05/15/1998 00:00,,,
Bumblebee,2018,11/22/2018 00:00,,,
Burn After Reading,2008,09/05/2008 00:00,TRUE,,
Bury My Heart at Wounded Knee,2007,05/27/2007 00:00,,,
Butch Cassidy and the Sundance Kid,1969,09/23/1969 00:00,,,
Buzz Lightyear of Star Command: The Adventure Begins,2000,08/08/2000 00:00,,,
Bye Bye Birdie,1963,04/04/1963 00:00,,,
Byzantium,2013,04/11/2013 00:00,,,
Cabaret,1972,02/13/1972 00:00,,,
Cabin Boy,1994,01/07/1994 00:00,TRUE,,
Cabin Fever,2003,08/15/2003 00:00,,,
Caddyshack,1980,07/25/1980 00:00,TRUE,,
Caddyshack II,1988,07/22/1988 00:00,,,
Cade: The Tortured Crossing,2023,08/08/2023 00:00,TRUE,,
Calamity Jane,1953,11/04/1953 00:00,,,
Caligula,1979,08/14/1979 00:00,,,
Call of the Wild,1935,08/09/1935 00:00,,,
Calvary,2014,04/11/2014 00:00,,,
Canadian Bacon,1995,06/08/1995 00:00,TRUE,,
Candyman,1992,10/16/1992 00:00,,,
Candyman: Day of the Dead,1999,07/09/1999 00:00,,,
Candyman: Farewell to the Flesh,1995,03/17/1995 00:00,,,
Cape Fear,1991,11/13/1991 00:00,,,
Capone,2020,06/26/2020 00:00,,,
Captain Alatriste: The Spanish Musketeer,2006,09/01/2006 00:00,,,
Captain America: Civil War,2016,04/27/2016 00:00,TRUE,,
Captain America: The First Avenger,2011,07/22/2011 00:00,TRUE,,
Captain America: The Winter Soldier,2014,03/20/2014 00:00,TRUE,,
Captain Blood,1935,12/26/1935 00:00,,,
Captain Fantastic,2016,07/08/2016 00:00,,,
Captain Horatio Hornblower R.N.,1951,04/10/1951 00:00,,,
Captain Kronos: Vampire Hunter,1974,04/07/1974 00:00,,,
Captain Phillips,2013,10/10/2013 00:00,,,
Captain Ron,1992,09/18/1992 00:00,,,
Career Opportunities,1991,03/29/1991 00:00,,,
Carl Panzram: The Spirit of Hatred and Vengeance,2011,05/28/2011 00:00,,,
Carla's Song,1996,10/30/1996 00:00,,,
Carlito's Way,1993,11/10/1993 00:00,,,
Carrie,1976,11/03/1976 00:00,,,
Carrie,2013,10/07/2013 00:00,TRUE,,
Carriers,2009,09/04/2009 00:00,,,
Carry On Up the Khyber,1968,02/12/1968 00:00,,,
Cars,2006,06/08/2006 00:00,TRUE,,
Cars 2,2011,06/11/2011 00:00,TRUE,,
Cars 3,2017,06/15/2017 00:00,,,
Cartel Land,2015,07/03/2015 00:00,,,
Casablanca,1943,01/15/1943 00:00,,,
Casino,1995,11/22/1995 00:00,TRUE,,
Casino Royale,1967,04/13/1967 00:00,,,
Casino Royale,2006,11/14/2006 00:00,TRUE,,
Casper,1995,05/26/1995 00:00,TRUE,,
Cast Away,2000,12/22/2000 00:00,TRUE,,
Castle in the Sky,1986,08/02/1986 00:00,TRUE,,
Cat on a Hot Tin Roof,1958,08/29/1958 00:00,,,
Catch Me If You Can,2002,12/16/2002 00:00,TRUE,,
Cats,1998,10/05/1998 00:00,,,
Catwoman,2004,07/22/2004 00:00,TRUE,,
CB4,1993,03/12/1993 00:00,,,
CBGB,2013,10/11/2013 00:00,,,
Cecil B. Demented,2000,08/02/2000 00:00,,,
Cedar Rapids,2011,02/11/2011 00:00,,,
Chain Reaction,1996,08/02/1996 00:00,,,
Chairman of the Board,1998,03/13/1998 00:00,TRUE,,
Changing Lanes,2002,04/07/2002 00:00,,,
Chaplin,1992,12/17/1992 00:00,,,
Chappaquiddick,2018,04/06/2018 00:00,,,
Chappie,2015,03/04/2015 00:00,,,
Chariots of Fire,1981,05/15/1981 00:00,,,
Charlie and the Chocolate Factory,2005,07/13/2005 00:00,TRUE,,
Charlie Wilson's War,2007,12/19/2007 00:00,TRUE,,
Charlie's Angels,2000,11/02/2000 00:00,,,
Charlotte's Web,1973,03/01/1973 00:00,,,
Charlotte's Web,2006,12/07/2006 00:00,,,
Chasing Amy,1997,04/04/1997 00:00,,,
Chasing Niagara,2016,07/05/2016 00:00,,,
Cheaper by the Dozen,2003,12/24/2003 00:00,TRUE,,
Cheaper by the Dozen,1950,03/31/1950 00:00,,,
Cheaper by the Dozen 2,2005,12/21/2005 00:00,,,
Chef,2014,05/08/2014 00:00,TRUE,,
Chicago,1927,12/23/1927 00:00,,,
Chicago,2002,12/10/2002 00:00,,,
Chicken Little,2005,11/04/2005 00:00,,,
Chicken Run,2000,06/23/2000 00:00,TRUE,,
Chicken Run: Dawn of the Nugget,2023,12/08/2023 00:00,TRUE,,
Child 44,2015,03/15/2015 00:00,,,
Child's Play,1988,11/09/1988 00:00,TRUE,,
Children of Men,2006,09/22/2006 00:00,,,
Children of the Corn,1984,03/09/1984 00:00,,,
Chinatown,1974,06/20/1974 00:00,TRUE,,
Chinese Box,1997,11/14/1997 00:00,,,
Chisum,1970,07/23/1970 00:00,,,
Chitty Chitty Bang Bang,1968,12/17/1968 00:00,,,
Chocolat,2000,12/22/2000 00:00,,,
Choke,1999,02/01/1999 00:00,,,
Christine,1983,12/09/1983 00:00,TRUE,,
Christine,2016,10/14/2016 00:00,,,
Christmas in Connecticut,1945,07/27/1945 00:00,,,
Christmas with the Kranks,2004,11/24/2004 00:00,TRUE,,
Christopher Robin,2018,08/01/2018 00:00,,,
Chronos,1985,05/10/1985 00:00,,,
Cinderella,2015,03/06/2015 00:00,,,
Cinderella,1950,02/22/1950 00:00,TRUE,,
Cinderella II - Dreams Come True,2002,02/26/2002 00:00,,,
Cinderella III: A Twist in Time,2007,02/06/2007 00:00,,,
Cinderella Man,2005,06/02/2005 00:00,,,
Cinema Paradiso,1988,11/17/1988 00:00,,,
Cirque du Soleil: Corteo,2006,10/17/2019 19:54,,,
Cirque du Soleil: Journey of Man,2000,05/05/2000 00:00,,,
Cirque du Soleil: Kooza,2008,09/25/2019 09:26,,,
Cirque du Soleil: Toruk - The First Flight,2016,12/27/2016 00:00,,,
Cirque du Soleil: Worlds Away,2012,11/09/2012 00:00,,,
Citizen Kane,1941,04/17/1941 00:00,,,
Citizenfour,2014,10/10/2014 00:00,,,
City Lights,1931,02/06/1931 00:00,,,
City of Ember,2008,10/07/2008 00:00,TRUE,,
City of the Living Dead,1980,08/11/1980 00:00,,,
City Slickers,1991,06/07/1991 00:00,TRUE,,
City Slickers II: The Legend of Curly's Gold,1994,06/10/1994 00:00,TRUE,,
CJ7,2008,01/30/2008 00:00,,,
Clash of the Titans,2010,03/26/2010 00:00,TRUE,,
Clash of the Titans,1981,06/12/1981 00:00,TRUE,,
Class of 1984,1982,08/20/1982 00:00,,,
Class of 1999,1990,04/01/1990 00:00,,,
Clear and Present Danger,1994,08/03/1994 00:00,TRUE,,
Cleopatra,1963,06/12/1963 00:00,,,
Clerks,1994,10/19/1994 00:00,,,
Clerks II,2006,07/21/2006 00:00,,,
Click,2006,06/23/2006 00:00,TRUE,,
Cliffhanger,1993,05/28/1993 00:00,,,
Close Encounters of the Fifth Kind,2020,04/07/2020 00:00,,,
Close Encounters of the Third Kind,1977,12/14/1977 00:00,TRUE,,
Cloud Atlas,2012,10/26/2012 00:00,TRUE,,
Cloudy with a Chance of Meatballs,2009,09/17/2009 00:00,,,
Cloudy with a Chance of Meatballs 2,2013,09/26/2013 00:00,,,
Cloverfield,2008,01/15/2008 00:00,TRUE,,
Clue,1985,12/13/1985 00:00,TRUE,,
Clueless,1995,07/19/1995 00:00,,,
Cobb,1994,12/02/1994 00:00,,,
Cobra,1986,06/15/2020 03:26,TRUE,,
Cocaine Bear,2023,02/22/2023 00:00,TRUE,,
Cocktail,1988,07/29/1988 00:00,,,
Coco,2017,10/27/2017 00:00,TRUE,,
Cocoon,1985,06/21/1985 00:00,,,
Cocoon: The Return,1988,09/13/1988 00:00,,,
Coffy,1973,06/13/1973 00:00,,,
Coherence,2013,09/19/2013 00:00,,,
Cold Mountain,2003,12/24/2003 00:00,TRUE,,
Collateral,2004,08/04/2004 00:00,TRUE,,
Collateral Damage,2002,02/06/2002 00:00,,,
Colombiana,2011,07/27/2011 00:00,,,
Color Out of Space,2020,01/24/2020 00:00,TRUE,,
Colossus: The Forbin Project,1970,04/08/1970 00:00,,,
Come and See,1985,10/17/1985 00:00,,,
Come Drink with Me,1966,04/07/1966 00:00,,,
Coming to America,1988,06/29/1988 00:00,,,
Commando,1985,10/03/1985 00:00,TRUE,,
Compañeros,1970,12/18/1970 00:00,,,
Con Air,1997,06/05/1997 00:00,TRUE,,
Conan the Barbarian,1982,04/02/1982 00:00,TRUE,,
Conan the Barbarian,2011,08/17/2011 00:00,TRUE,,
Conan the Destroyer,1984,06/29/1984 00:00,,,
Coneheads,1993,07/23/1993 00:00,,,
Congo,1995,06/09/1995 00:00,TRUE,,
Conquest of the Planet of the Apes,1972,06/29/1972 00:00,,,
Conspiracy Theory,1997,08/08/1997 00:00,,,
Constantine,2005,02/08/2005 00:00,TRUE,,
Contact,1997,07/11/1997 00:00,TRUE,,
Contagion,2011,09/08/2011 00:00,TRUE,,
Containment,2015,07/09/2015 00:00,,,
Continental Divide,1981,09/18/1981 00:00,,,
Coogan's Bluff,1968,10/02/1968 00:00,,,
Cool Hand Luke,1967,11/01/1967 00:00,,,
Cool Runnings,1993,10/01/1993 00:00,,,
Cop Land,1997,08/15/1997 00:00,,,
Coraline,2009,02/05/2009 00:00,TRUE,,
Coriolanus,2011,02/14/2011 00:00,,,
Corpse Bride,2005,09/12/2005 00:00,,,
Countess Dracula,1971,01/30/1971 00:00,,,
Courage Under Fire,1996,07/04/1996 00:00,,,
Cowboys & Aliens,2011,07/29/2011 00:00,,,
Coyote Ugly,2000,07/30/2000 00:00,,,
Craft: The California Beer Documentary,2016,05/14/2016 00:00,,,
Crank,2006,08/31/2006 00:00,TRUE,,
Crank: High Voltage,2009,04/16/2009 00:00,,,
Crash,1996,07/17/1996 00:00,,,
Crash,2005,05/06/2005 00:00,,,
Crazy Heart,2009,12/16/2009 00:00,,,
Crazy Rich Asians,2018,08/15/2018 00:00,,,
"Crazy, Stupid, Love.",2011,07/29/2011 00:00,,,
Creature from Black Lake,1976,03/01/1976 00:00,,,
Creature from the Black Lagoon,1954,03/05/1954 00:00,,,
Creed,2015,11/25/2015 00:00,,,
Creed II,2018,11/21/2018 00:00,,,
Creepshow,1982,11/10/1982 00:00,,,
Crimson Tide,1995,05/12/1995 00:00,TRUE,,
Critters,1986,04/11/1986 00:00,,,
Crocodile Dundee,1986,09/26/1986 00:00,TRUE,,
Crocodile Dundee II,1988,05/19/1988 00:00,TRUE,,
Crocodile Dundee in Los Angeles,2001,04/12/2001 00:00,TRUE,,
Cross of Iron,1977,01/29/1977 00:00,,,
"Crouching Tiger, Hidden Dragon",2000,07/06/2000 00:00,TRUE,,
Croupier,1998,06/25/1998 00:00,,,
Cruel Intentions,1999,03/05/1999 00:00,,,
Crumb,1994,09/10/1994 00:00,TRUE,,
"Cryptopia: Bitcoin, Blockchains and the Future of the Internet",2020,05/07/2020 00:00,,,
Cube,1998,07/11/1998 00:00,,,
Cujo,1983,08/10/1983 00:00,,,
Curse of the Golden Flower,2006,12/14/2006 00:00,TRUE,,
Curse of the Pink Panther,1983,08/12/1983 00:00,,,
Custer's Last Stand,1936,01/02/1936 00:00,,,
Cutthroat Island,1995,12/22/1995 00:00,TRUE,,
Cybernetics Guardian,1989,10/31/1989 00:00,,,
Cyrano de Bergerac,1990,03/28/1990 00:00,,,
D2: The Mighty Ducks,1994,03/25/1994 00:00,,,
D3: The Mighty Ducks,1996,10/04/1996 00:00,,,
Dagon,2001,10/12/2001 00:00,,,
Dallas Buyers Club,2013,11/01/2013 00:00,,,
Dances with Wolves,1990,03/30/1990 00:00,,,
Dangerous Game,1993,10/13/1993 00:00,,,
Dangerous Liaisons,1988,12/21/1988 00:00,,,
Dangerous Minds,1995,08/11/1995 00:00,,,
Dante's Inferno: An Animated Epic,2010,02/09/2010 00:00,,,
Dante's Peak,1997,02/07/1997 00:00,,,
Darby O'Gill and the Little People,1959,06/24/1959 00:00,,,
Daredevil,2003,02/14/2003 00:00,,,
Dark City,1998,02/27/1998 00:00,TRUE,,
Dark Phoenix,2019,06/05/2019 00:00,,,
Dark Star,1974,03/30/1974 00:00,,,
Dark Victory,1939,04/20/1939 00:00,,,
Dark Waters,2019,11/22/2019 00:00,,,
Darkman,1990,08/24/1990 00:00,,,
Das Boot,1981,09/17/1981 00:00,,,
Daughter of Dracula,1972,12/14/1972 00:00,,,
Dauntless: The Battle of Midway,2019,10/22/2019 00:00,,,
Dave,1993,05/07/1993 00:00,,,
David Attenborough: A Life on Our Planet,2020,09/28/2020 00:00,,,
Dawn of the Dead,1978,09/02/1978 00:00,,,
Dawn of the Dead,2004,03/19/2004 00:00,TRUE,,
Dawn of the Planet of the Apes,2014,07/08/2014 00:00,,,
Day of the Dead,1985,07/03/1985 00:00,,,
Day of Triumph,1954,12/25/1954 00:00,,,
Daylight,1996,12/06/1996 00:00,,,
Days of Thunder,1990,06/27/1990 00:00,,,
Dazed and Confused,1993,09/24/1993 00:00,,,
Dead Heat,1988,05/06/1988 00:00,,,
Dead or Alive,1999,11/27/1999 00:00,,,
Dead Poets Society,1989,06/02/1989 00:00,,,
Dead Snow,2009,01/09/2009 00:00,,,
Dead Space: Aftermath,2011,01/27/2011 00:00,,,
Dead Space: Downfall,2008,10/28/2008 00:00,,,
Deadfall,1993,10/08/1993 00:00,,,
Deadpool,2016,02/09/2016 00:00,TRUE,,
Deadpool 2,2018,05/15/2018 00:00,TRUE,,
Deadstream,2022,10/20/2022 00:00,,,
Death Athletic: A Dissident Architecture,2023,10/21/2023 00:00,,,
Death Becomes Her,1992,07/30/1992 00:00,,,
Death on the Nile,2022,02/09/2022 00:00,TRUE,,
Death on the Nile,1978,09/29/1978 00:00,,,
Death Proof,2007,05/22/2007 00:00,,,
Death Race,2008,08/21/2008 00:00,TRUE,,
Death Race 2,2010,12/27/2010 00:00,,,
Death Race 3: Inferno,2013,01/22/2013 00:00,,,
Death Ship,1980,03/07/1980 00:00,,,
Death to Smoochy,2002,03/29/2002 00:00,TRUE,,
Death Wish,1974,07/24/1974 00:00,,,
Death Wish,2018,03/01/2018 00:00,,,
Deathstroke: Knights & Dragons - The Movie,2020,08/04/2020 00:00,,,
Decision to Leave,2022,06/29/2022 00:00,,,
Deck the Halls,2006,11/22/2006 00:00,,,
Deep Blue Sea,1999,07/28/1999 00:00,,,
Deep Impact,1998,05/08/1998 00:00,TRUE,,
Deep Red,1975,03/07/1975 00:00,,,
Deep Rising,1998,01/30/1998 00:00,,,
DeepStar Six,1989,01/13/1989 00:00,,,
Deepwater Horizon,2016,09/28/2016 00:00,,,
Defamation,2009,05/01/2009 00:00,,,
Defiance,2008,12/31/2008 00:00,TRUE,,
Deliverance,1972,08/18/1972 00:00,,,
Delta Force 2: The Colombian Connection,1990,08/24/1990 00:00,,,
Demolition Man,1993,10/08/1993 00:00,TRUE,,
Demon City Shinjuku,1988,10/26/1988 00:00,,,
Demon Hunter Makaryūdo,1989,11/08/1989 00:00,,,
Den of Thieves,2018,01/18/2018 00:00,,,
Dennis the Menace,1993,06/09/1993 00:00,,,
Despicable Me,2010,07/08/2010 00:00,TRUE,,
Despicable Me 2,2013,06/26/2013 00:00,,,
Despicable Me 3,2017,06/15/2017 00:00,,,
Destry Rides Again,1939,11/30/1939 00:00,,,
Detective Dee and the Mystery of the Phantom Flame,2010,09/18/2010 00:00,TRUE,,
Detective Dee: The Four Heavenly Kings,2018,07/27/2018 00:00,,,
Detective vs. Sleuths,2022,07/08/2022 00:00,,,
Detroit Rock City,1999,08/13/1999 00:00,,,
Deuce Bigalow: Male Gigolo,1999,12/10/1999 00:00,TRUE,,
Devilman - Volume 1: The Birth,1987,11/01/1987 00:00,,,
Devilman - Volume 2: Demon Bird,1990,02/23/1990 00:00,,,
Diamond Cobra vs the White Fox,2015,12/05/2015 00:00,TRUE,,
Diamonds Are Forever,1971,12/14/1971 00:00,,,
Dick Tracy,1990,04/05/1990 00:00,,,
Dickie Roberts: Former Child Star,2003,09/04/2003 00:00,TRUE,,
Die Another Day,2002,11/17/2002 00:00,TRUE,,
Die Hard,1988,07/15/1988 00:00,TRUE,,
Die Hard 2,1990,07/03/1990 00:00,TRUE,,
Die Hard: With a Vengeance,1995,05/19/1995 00:00,TRUE,,
Digital Devil Story - Megami Tensei,1987,03/25/1987 00:00,,,
Dinner for Schmucks,2010,07/30/2010 00:00,,,
Dinosaur,2000,05/19/2000 00:00,,,
Dirty Harry,1971,12/23/1971 00:00,,,
Dirty Rotten Scoundrels,1988,12/14/1988 00:00,TRUE,,
Dirty Work,1998,06/12/1998 00:00,,,
Disenchanted,2022,11/18/2022 00:00,,,
Disney Princess Enchanted Tales: Follow Your Dreams,2007,09/03/2007 00:00,,,
Disney's Christmas Favorites,2005,10/31/2005 00:00,,,
District 9,2009,08/05/2009 00:00,TRUE,,
Divergent,2014,03/14/2014 00:00,TRUE,,
Divine Trash,2000,03/31/2000 00:00,,,
Divorce Corp.,2014,01/10/2014 00:00,,,
Django,1966,04/06/1966 00:00,,,
Django Unchained,2012,12/25/2012 00:00,TRUE,,
Do the Right Thing,1989,06/14/1989 00:00,,,
DOA: Dead or Alive,2006,09/07/2006 00:00,TRUE,,
Doctor Dolittle,1998,06/26/1998 00:00,,,
Doctor Sleep,2019,10/30/2019 00:00,TRUE,,
Doctor Strange,2016,10/25/2016 00:00,TRUE,,
Doctor Zhivago,1965,12/22/1965 00:00,,,
Dodes'ka-den,1970,10/31/1970 00:00,,,
DodgeBall: A True Underdog Story,2004,06/18/2004 00:00,TRUE,,
Dog Day Afternoon,1975,09/21/1975 00:00,,,
Dog Soldiers,2002,05/10/2002 00:00,,,
Dolemite,1975,04/26/1975 00:00,,,
Dolemite Is My Name,2019,10/04/2019 00:00,,,
Dolittle,2020,01/02/2020 00:00,,,
Dolores Claiborne,1995,03/24/1995 00:00,TRUE,,
Dolphin Tale,2011,09/22/2011 00:00,,,
Dolphin Tale 2,2014,09/11/2014 00:00,,,
Domino,2005,10/14/2005 00:00,,,
Don't Breathe,2016,06/08/2016 00:00,TRUE,,
Don't Breathe 2,2021,08/12/2021 00:00,,,
Donald in Mathmagic Land,1959,06/26/1959 00:00,,,
Donnie Brasco,1997,02/27/1997 00:00,,,
Donnie Darko,2001,01/19/2001 00:00,,,
Doom,2005,10/20/2005 00:00,,,
Doomsday,2008,03/14/2008 00:00,,,
Doraemon: Nobita and the Birth of Japan,2016,03/05/2016 00:00,,,
Doraemon: Nobita's New Dinosaur,2020,08/07/2020 00:00,,,
Dorian Gray,2009,09/09/2009 00:00,,,
Dorian Gray,1970,04/24/1970 00:00,,,
Double Down,2005,11/05/2005 00:00,TRUE,,
Double Dragon,1994,11/04/1994 00:00,,,
Double Impact,1991,07/31/1991 00:00,,,
Double Indemnity,1944,07/06/1944 00:00,,,
Double Jeopardy,1999,09/24/1999 00:00,,,
Double Team,1997,04/04/1997 00:00,,,
Down Periscope,1996,03/01/1996 00:00,TRUE,,
Downfall,2004,09/16/2004 00:00,,,
Downsizing,2017,12/22/2017 00:00,,,
Dr. Jekyll and Mr. Hyde,1931,12/24/1931 00:00,,,
Dr. Jekyll and Mr. Hyde,1941,08/12/1941 00:00,,,
Dr. No,1962,10/07/1962 00:00,TRUE,,
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,01/29/1964 00:00,,,
Dr. Terror's House of Horrors,1965,02/23/1965 00:00,,,
Dracula,1931,02/12/1931 00:00,,,
Dracula,1974,06/13/1974 00:00,,,
Dracula,1958,04/21/1958 00:00,,,
Dracula,1979,07/20/1979 00:00,,,
Dracula 2000,2000,12/22/2000 00:00,TRUE,,
Dracula A.D. 1972,1972,06/26/1972 00:00,,,
Dracula Untold,2014,10/01/2014 00:00,TRUE,,
Dracula's Daughter,1936,05/11/1936 00:00,,,
Dracula: Dead and Loving It,1995,12/22/1995 00:00,TRUE,,
Dragged Across Concrete,2019,02/21/2019 00:00,,,
Dragnet,1987,06/26/1987 00:00,,,
Dragnet,1954,09/04/1954 00:00,,,
Dragon Inn,1967,10/21/1967 00:00,,,
Dragon Lord,1982,01/21/1982 00:00,,,
Dragon Nest: Warriors' Dawn,2014,05/20/2014 00:00,,,
Dragon Quest: Your Story,2019,08/02/2019 00:00,,,
Dragon Slayer,1992,02/21/2011 15:21,,,
Dragon: The Bruce Lee Story,1993,05/07/1993 00:00,,,
Dragonball Evolution,2009,03/12/2009 00:00,,,
DragonHeart,1996,05/31/1996 00:00,,,
Dragonslayer,1981,06/26/1981 00:00,,,
Dragonwolf,2013,10/30/2013 00:00,,,
Dreamcatcher,2003,03/21/2003 00:00,TRUE,,
Dreamgirls,2006,12/25/2006 00:00,,,
Dreams,1990,05/11/1990 00:00,,,
Dredd,2012,09/07/2012 00:00,TRUE,,
Drillbit Taylor,2008,02/04/2008 00:00,,,
Drive,2011,09/15/2011 00:00,TRUE,,
Drive Angry,2011,02/24/2011 00:00,TRUE,,
Drunken Master,1978,10/05/1978 00:00,TRUE,,
Duck Soup,1933,11/12/1933 00:00,,,
"Duck, You Sucker",1971,10/29/1971 00:00,,,
"Dude, Where's My Car?",2000,12/15/2000 00:00,,,
Dudley Do-Right,1999,08/27/1999 00:00,TRUE,,
Dumb and Dumber,1994,12/16/1994 00:00,TRUE,,
Dumbo,1941,10/31/1941 00:00,,,
Dune,1984,12/14/1984 00:00,TRUE,,
Dune,2021,09/15/2021 00:00,TRUE,,
Dune: Part Two,2024,02/27/2024 00:00,TRUE,,
Dungeons & Dragons,2000,12/08/2000 00:00,TRUE,,
Dungeons & Dragons: Honor Among Thieves,2023,03/23/2023 00:00,,,
Dungeons & Dragons: The Book of Vile Darkness,2012,08/09/2012 00:00,,,
Dungeons & Dragons: Wrath of the Dragon God,2005,09/01/2005 00:00,,,
Dunkirk,2017,07/19/2017 00:00,TRUE,,
Dunston Checks In,1996,01/12/1996 00:00,,,
Dylan Moran: Off the Hook,2015,11/30/2015 00:00,,,
Déjà Vu,2006,11/22/2006 00:00,TRUE,,
E.T. the Extra-Terrestrial,1982,06/11/1982 00:00,TRUE,,
Eagle Eye,2008,09/25/2008 00:00,TRUE,,
Earthquake Bird,2019,11/01/2019 00:00,,,
East of Eden,1955,04/10/1955 00:00,,,
Eastern Promises,2007,09/14/2007 00:00,,,
Easy A,2010,09/16/2010 00:00,TRUE,,
Easy Rider,1969,06/26/1969 00:00,,,
Eat Drink Man Woman,1994,08/03/1994 00:00,,,
"Ebirah, Horror of the Deep",1966,12/17/1966 00:00,,,
Ed Wood,1994,09/28/1994 00:00,,,
Eddie Murphy Raw,1987,11/25/1987 00:00,,,
Eddie Murphy: Delirious,1983,10/15/1983 00:00,,,
Eden,2012,3/20/2013 00:00,,,
Edge of Darkness,2010,01/28/2010 00:00,,,
Edge of Darkness,1943,04/09/1943 00:00,,,
Edge of Tomorrow,2014,05/27/2014 00:00,TRUE,,
EDtv,1999,03/26/1999 00:00,,,
Edward Scissorhands,1990,12/07/1990 00:00,TRUE,,
Eight Legged Freaks,2002,07/17/2002 00:00,TRUE,,
Eight Men Out,1988,09/02/1988 00:00,,,
El Camino: A Breaking Bad Movie,2019,10/11/2019 00:00,TRUE,,
El Cid,1961,10/24/1961 00:00,,,
